QUARTER,EMPLOYER_NAME,EMP_NORM,SOC7,SOC_TITLE,JOB_TITLE,WORKSITE_CITY,WORKSITE_STATE,WAGE_ANNUAL,VISA_CLASS
FY2025Q4,ACTIVISION PUBLISHING INC,ACTIVISION PUBLISHING,15-1255,VIDEO GAME DESIGNERS,TECHNICAL DESIGNER,SANTA MONICA,CA,89481.6,H-1B
FY2025Q4,Jagadguru Kripaluji Yog,JAGADGURU KRIPALUJI YOG,15-1255,Web and Digital Interface Designers,Mobile & Web Product Development Engineer/Lead,Allen,TX,57033.600000000006,H-1B
FY2025Q4,BluMint Inc.,BLUMINT,15-1255,Web and Digital Interface Designers,"Lead Designer, Web & Digital Interfaces",New York,NY,70000.0,H-1B1 Chile
FY2025Q4,"Digital Arc Systems, Corp.",DIGITAL ARC SYSTEMS,15-1255,Video Game Designers,Video Game Special Effects Animator,Pittsburgh,PA,52000.0,H-1B
FY2025Q4,"Thom Browne, Inc.",THOM BROWNE,27-1024,Graphic Designers,Graphic Design Manager,New York,NY,103824.24,E-3 Australian
FY2025Q4,"Indetail, LLC",INDETAIL,27-1024,Graphic Designers,Designer,Maspeth,NY,58240.0,H-1B1 Singapore
FY2025Q4,Parley LLC,PARLEY,27-1021,Commercial and Industrial Designers,Product and Material Development Manager,New York,NY,65000.0,H-1B
FY2025Q4,Exotec North America Inc. ,EXOTEC NORTH AMERICA,27-1021,Commercial and Industrial Designers,Industrial Designer “ Robotics,Atlanta,GA,66144.0,E-3 Australian
FY2025Q4,Sharp Iron Group LLC,SHARP IRON GROUP,27-1021,Commercial and Industrial Designers,Commercial & Industrial Designer,Wichita Falls,TX,52146.0,H-1B
FY2025Q4,Creatify Lab Inc.,CREATIFY LAB,27-1024,Graphic Designers,Digital & Product Designer,San Jose,CA,90000.0,H-1B
FY2025Q4,Exotec North America Inc. ,EXOTEC NORTH AMERICA,27-1021,Commercial and Industrial Designers,Industrial Designer “ Robotics,Atlanta,GA,66144.0,E-3 Australian
FY2025Q4,"Superpower Health, Inc.",SUPERPOWER HEALTH,15-1255,Web and Digital Interface Designers,Senior Web Designer,San Francisco,CA,112000.0,E-3 Australian
FY2025Q4,Totomono LLC,TOTOMONO,27-1024,Graphic Designers,Junior Graphic Designer,New York,NY,53955.12,E-3 Australian
FY2025Q4,Molly Crabapple Inc.,MOLLY CRABAPPLE,27-1024,Graphic Designers,Graphic Designer,New York,NY,110240.0,E-3 Australian
FY2025Q4,Jagadguru Kripaluji Yog,JAGADGURU KRIPALUJI YOG,15-1255,Web and Digital Interface Designers,Mobile & Web Product Development Engineer/Lead,Allen,TX,57033.600000000006,H-1B
FY2025Q4,Gabriel Jewelry Refining Corp,GABRIEL JEWELRY REFINING,27-1024,Graphic Designers,Senior Graphic Designer,New York,NY,65000.0,H-1B
FY2025Q4,"Soko Glam, Inc.",SOKO GLAM,27-1024,Graphic Designers,"Associate, Creative",Brooklyn,NY,60000.0,H-1B1 Singapore
FY2025Q4,Cyber Grills Inc.,CYBER GRILLS,27-1021,Commercial and Industrial Designers,Industrial Designer,Staten Island,NY,63606.0,H-1B
FY2025Q4,The Skyscraper Museum,SKYSCRAPER MUSEUM,27-1024,Graphic Designers,Graphic Designer,New York,NY,53955.200000000004,H-1B
FY2025Q4,"PERSPECTIVES HEALTH, INC.",PERSPECTIVES HEALTH,15-1255,Web and Digital Interface Designers,Founding Product Designer,San Francisco,CA,120000.0,H-1B
FY2025Q4,"Phoenix Satellite Television US, Inc",PHOENIX SATELLITE TELEVISION US,27-1024,Graphic Designers,Online/Digital Designer,Irwindale,CA,48131.200000000004,H-1B
FY2025Q4,"Brightech, Inc.",BRIGHTECH,27-1021,Commercial and Industrial Designers,Lighting (Product) Designer,Beverly Hills,CA,63107.0,H-1B
FY2025Q4,FT Channel Inc.,FT CHANNEL,27-1024,Graphic Designers,Graphic Designer,Wood Dale,IL,48000.0,H-1B
FY2025Q4,Jagadguru Kripaluji Yog,JAGADGURU KRIPALUJI YOG,15-1255,Web and Digital Interface Designers,Mobile & Web Product Development Engineer/Lead,Allen,TX,57033.600000000006,H-1B
FY2025Q4,Cloud Printing Corp,CLOUD PRINTING,27-1024,Graphic Designers,Graphic Designer,New York,NY,54080.0,H-1B
FY2025Q4,MAINSQUARE CO.,MAINSQUARE,15-1255,Web and Digital Interface Designers,Founding Product Designer,San Jose,CA,113630.0,H-1B
FY2025Q4,THE JOY CULTURE FOUNDATION,JOY CULTURE FOUNDATION,27-1024,Graphic Designers,Brand and Advertising Art Designer,Menlo Park,CA,67808.0,H-1B
FY2025Q4,"AirMDR, Inc.",AIRMDR,15-1255,Web and Digital Interface Designers,Product Designer,Santa Clara,CA,135000.0,H-1B
FY2025Q4,Cloud Printing Corp,CLOUD PRINTING,27-1024,Graphic Designers,Graphic Designer,New York,NY,54080.0,H-1B
FY2025Q4,Cooper Square Technologies Inc.,COOPER SQUARE TECHNOLOGIES,15-1255,Web and Digital Interface Designers,Product Designer,New York,NY,260000.0,H-1B
FY2025Q4,"iGavel, Inc.",IGAVEL,27-1024,Graphic Designers,Graphic Designer,New Braunfels,TX,40250.0,H-1B
FY2025Q4,"iGavel, Inc.",IGAVEL,27-1024,Graphic Designers,Graphic Designer,New Braunfels,TX,40250.0,H-1B
FY2025Q4,"iGavel, Inc.",IGAVEL,27-1024,Graphic Designers,Graphic Designer,New Braunfels,TX,40250.0,H-1B
FY2025Q4,"iGavel, Inc.",IGAVEL,27-1024,Graphic Designers,Graphic Designer,New Braunfels,TX,40250.0,H-1B
FY2025Q4,"Brightech, Inc.",BRIGHTECH,27-1021,Commercial and Industrial Designers,Lighting (Product) Designer,Beverly Hills,CA,63107.0,H-1B
FY2025Q4,"iGavel, Inc.",IGAVEL,27-1024,Graphic Designers,Graphic Designer,New Braunfels,TX,40250.0,H-1B
FY2025Q4,"iGavel, Inc.",IGAVEL,27-1024,Graphic Designers,Graphic Designer,New Braunfels,TX,40250.0,H-1B
FY2025Q4,"iGavel, Inc.",IGAVEL,27-1024,Graphic Designers,Graphic Designer,New Braunfels,TX,40250.0,H-1B
FY2025Q4,VLAB LLC,VLAB,15-1255,Web and Digital Interface Designers,Digital Design Architect,Cambridge City,MA,73257.59999999999,H-1B
FY2025Q4,The Skyscraper Museum,SKYSCRAPER MUSEUM,27-1024,Graphic Designers,Graphic Designer,New York,NY,53955.200000000004,H-1B
FY2025Q4,"DCI Manufacturing, Inc.",DCI MANUFACTURING,27-1021,Commercial and Industrial Designers,Industrial Designer,Dalton,GA,69500.0,H-1B
FY2025Q4,Gamma USA Inc,GAMMA USA,27-1021,Commercial and Industrial Designers,Industrial Designer,Jersey City,NJ,78720.0,H-1B
FY2025Q4,DK Crown Holdings Inc.,DK CROWN HOLDINGS,27-1024,Graphic Designers,Motions Graphic Designer,Boston,MA,64000.0,H-1B
FY2025Q4,"Turner Services, Inc.",TURNER SERVICES,15-1255,Web and Digital Interface Designers,Presentation Designer II,New York,NY,72244.0,H-1B
FY2025Q4,JC GOURMET MANAGEMENT INC,JC GOURMET MANAGEMENT,27-1024,Graphic Designers,Graphic Design Coordinator,ALHAMBRA,CA,58240.0,E-3 Australian
FY2025Q4,Wildcard Properties LLC,WILDCARD PROPERTIES,15-1255,Video Game Designers,Video Game Designer,Bellevue,WA,100000.0,H-1B
FY2025Q4,"Environmental Systems Research Institute, Inc.",ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE,15-1255,Web and Digital Interface Designers,UX Designer,Redlands,CA,107640.0,H-1B
FY2025Q4,"HERO DIGITAL, LLC",HERO DIGITAL,15-1255,Web and Digital Interface Designers,SENIOR VISUAL DESIGNER,BROOKLYN,NY,72000.0,H-1B
FY2025Q4,VLAB LLC,VLAB,15-1255,Web and Digital Interface Designers,Digital Design Architect,Cambridge City,MA,73257.59999999999,H-1B
FY2025Q4,Amazon.com Services LLC,AMAZON COM SERVICES,27-1024,Graphic Designers,UX Designer I,Jersey City,NJ,104500.0,H-1B
FY2025Q4,University of Mississippi,UNIVERSITY OF MISSISSIPPI,27-1024,Graphic Designers,Photographer II,University,MS,54924.0,H-1B
FY2025Q4,"Health Care Partners Foundation, Inc.",HEALTH CARE PARTNERS FOUNDATION,27-1024,Graphic Designers,Graphic Designer,RENO,NV,45697.6,H-1B
FY2025Q4,"Mindex Technologies, Inc.",MINDEX TECHNOLOGIES,15-1255,Web and Digital Interface Designers,UX Designer,Rochester,NY,97760.0,H-1B
FY2025Q4,EOS Products LLC,EOS PRODUCTS,27-1024,Graphic Designers,Graphic Designer,New York,NY,60000.0,H-1B
FY2025Q4,"Ave Maria University, Inc.",AVE MARIA UNIVERSITY,27-1024,Graphic Designers,Graphic Designer,Ave Maria,FL,60000.0,H-1B
FY2025Q4,VLAB LLC,VLAB,15-1255,Web and Digital Interface Designers,Digital Design Architect,Cambridge City,MA,73257.59999999999,H-1B
FY2025Q4,Instaco LLC,INSTACO,15-1255,Web and Digital Interface Designers,Product Designer,Compton,CA,70000.0,H-1B
FY2025Q4,"SRI Tech Solutions, Inc.",SRI TECH SOLUTIONS,15-1255,Web and Digital Interface Designers,UX Developer,Bellevue,WA,78000.0,H-1B
FY2025Q4,Hobby Lobby Stores Inc.,HOBBY LOBBY STORES,27-1024,Graphic Designers,Team Leader,OKC,OK,73320.0,H-1B
FY2025Q4,Deloitte Consulting LLP,DELOITTE CONSULTING,15-1255,Web and Digital Interface Designers,Studio Staff,Austin,TX,61006.0,H-1B
FY2025Q4,Deloitte Consulting LLP,DELOITTE CONSULTING,15-1255,Web and Digital Interface Designers,Studio Staff,Austin,TX,118500.0,H-1B
FY2025Q4,"Velwyn Studio, Inc.",VELWYN STUDIO,15-1255,Web and Digital Interface Designers,Web and Digital Interface (UI) Designer,Austin,TX,70000.0,E-3 Australian
FY2025Q4,"Infinite Machine Technologies, Inc.",INFINITE MACHINE TECHNOLOGIES,27-1021,Commercial and Industrial Designers,Industrial Designer,Long Island City,NY,80000.0,H-1B
